Profile Cohort,PROFILE_GENDER_DESC,PROFILE_RESIDENCE_DESC,Years to Graduation,Admit Group,College,AwC,Ethnicity,YR4Code,YR4NUM,YR5Code,YR5NUM,YR6Code,YR6NUM,YRallCode,YRallNUM,Grad Semester1,DEGREE_DESC,Overall College,MAJOR_DESC,HONOR_DESC,Change College,Change Major,PROFILE_ADMISSIONS_POPULATION,PROFILE_COLLEGE_DESC,PROFILE_MAJOR_DESC,PROFILE_HIGH_SCHOOL_PERCENTILE,SCHOOL_SIZE,MAX(M),MAX(CR),MAX(W),MAX(M+CR),MAX(Total),CoreGPA,Round(CoreGPA),EnglGPA,Round(EnglGPA),MthGPA,Round(MthGPA),LabGPA,Round(LabGPA),FL-Subj,FL-GPA,Round(FL-GPA),AP CALC AB Score,AP CALC ABsub Score,AP CALC BC Score,AP CHEM Score,AP PHYS B Score,AP PHYS Celec Score,AP PHYS Cmech Score
200410.0,Female,Non-Resident,4.0,I,5.0,15.0,BY,GYY,151.0,GYY,151.0,GYY,151.0,GYY,151.0,200710.0,BA,College of Liberal Arts,MVMT - Movement & Sport Sciences,,YES,YES,B,"School of Management
",Pre-Mgmt/Management,94.0,408.0,650.0,690.0,,1340.0,,,,3.0,3.0,3.3,3.3,3.3,3.3,SPAN,3.3,3.3,,,,,,,
200610.0,Male,Non-Resident,4.0,I,6.0,16.0,BY,GNN,161.0,GNN,161.0,GNN,161.0,GNN,161.0,200920.0,BS,School of Management,MGMT - Management,,NO,NO,B,"School of Management
",Pre-Mgmt/Management,88.0,488.0,650.0,470.0,,1120.0,,,,2.7,2.7,3.0,3.0,3.3,3.3,FREN,3.3,3.3,,,,,,,
200410.0,Male,Resident,5.0,I,6.0,16.0,BY,NNN,160.0,GNN,161.0,GNN,161.0,GNN,161.0,200810.0,BS,School of Management,IMMM - Indust Mgmt/Manufac Mgmt,,NO,NO,B,"School of Management
",Pre-Mgmt/Management,93.0,228.0,650.0,610.0,,1260.0,,,,4.0,4.0,3.7,3.7,4.0,4.0,GERM,4.0,4.0,,,,,,,
200210.0,Male,Non-Resident,0.0,I,6.0,16.0,BY,N,160.0,N,160.0,N,160.0,N,160.0,,,,,,,,B,"School of Management
",Pre-Mgmt/Indust Management,,806.0,660.0,600.0,,1260.0,,,,2.3,2.3,2.7,2.7,3.0,3.0,SPAN,2.7,2.7,,,,,,,
200110.0,Male,Non-Resident,0.0,I,6.0,16.0,BY,N,160.0,N,160.0,N,160.0,N,160.0,,,,,,,,B,"School of Management
",Pre-mgmt/management,,,670.0,660.0,,1330.0,,,,2.0,2.0,2.0,2.0,2.7,2.7,SPAN,2.3,2.3,,,,,,,
200110.0,Male,Non-Resident,5.0,I,6.0,16.0,BY,NNY,160.0,GNY,161.0,GNY,161.0,GNY,161.0,200520.0,BS,School of Management,ECSH - Economics-Shared Program,,NO,YES,B,"School of Management
",Pre-mgmt/management,55.0,183.0,670.0,570.0,,1240.0,,,,2.7,2.7,2.0,2.0,3.0,3.0,SPAN,3.3,3.3,,,,,,,
200610.0,Male,Non-Resident,0.0,I,6.0,16.0,BY,N,160.0,N,160.0,N,160.0,N,160.0,,,,,,,,B,"School of Management
",Pre-Mgmt/Management,44.0,435.0,680.0,530.0,,1210.0,,,,2.3,2.3,2.7,2.7,2.7,2.7,SPAN,2.7,2.7,,,,,,,
200710.0,Male,Resident,4.0,I,6.0,16.0,BY,GNN,161.0,GNN,161.0,GNN,161.0,GNN,161.0,201020.0,BS,School of Management,IMEN - Indust Mgmt/Engineering,,NO,NO,B,"School of Management
",Pre-Mgmt/Indust Management,70.0,650.0,680.0,460.0,510.0,1140.0,1650.0,,,2.7,2.7,3.3,3.3,3.0,3.0,SPAN,2.0,2.0,,,,,,,
200210.0,Female,Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",USP-Undecided,78.0,306.0,370.0,420.0,,790.0,,,,3.0,3.0,2.0,2.0,3.3,3.3,SPAN,2.3,2.3,,,,,,,
200710.0,Female,Resident,5.0,I,4.0,14.0,BY,NYY,140.0,GYY,141.0,GYY,141.0,GYY,141.0,201110.0,BS,College of Health & Human Sci,REMG - Retail Management,,YES,YES,B,"Undergraduate Studies Program
",Explorers,48.0,900.0,380.0,500.0,440.0,880.0,1320.0,,,3.3,3.3,2.0,2.0,2.3,2.3,SPAN,2.7,2.7,,,,,,,
200110.0,Male,Resident,5.0,I,5.0,15.0,BY,NYY,150.0,GYY,151.0,GYY,151.0,GYY,151.0,200510.0,BA,College of Liberal Arts,TELC - Telecommunication,,YES,YES,B,"Undergraduate Studies Program
",USP-Undecided,90.0,316.0,400.0,400.0,,800.0,,,,3.0,3.0,3.0,3.0,3.3,3.3,SPAN,2.7,2.7,,,,,,,
200610.0,Female,Resident,7.0,I,5.0,15.0,BY,NYY,150.0,NYY,150.0,NYY,150.0,GYY,151.0,201210.0,BA,College of Liberal Arts,FACO - Fine Arts Concentration,,YES,YES,B,"Undergraduate Studies Program
",Explorers,66.0,824.0,400.0,440.0,,840.0,,,,3.0,3.0,2.0,2.0,2.7,2.7,SPAN,2.7,2.7,,,,,,,
200310.0,Female,Resident,5.0,I,9.0,19.0,BY,NYY,190.0,GYY,191.0,GYY,191.0,GYY,191.0,200710.0,BS,College of Technology,IT - Industrial Technology,,YES,YES,B,"Undergraduate Studies Program
",Explorers,88.0,233.0,410.0,410.0,,820.0,,,,3.0,3.0,3.0,3.0,3.3,3.3,JAPN,4.0,4.0,,,,,,,
200410.0,Female,Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",Explorers,81.0,816.0,420.0,550.0,,970.0,,,,3.3,3.3,2.7,2.7,2.7,2.7,SPAN,3.7,3.7,,,,,,,
200710.0,Female,Non-Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",Explorers,69.0,99.0,420.0,380.0,,800.0,,,,3.3,3.3,2.3,2.3,2.7,2.7,SPAN,2.7,2.7,,,,,,,
200310.0,Female,Resident,4.0,I,9.0,19.0,BY,GYY,191.0,GYY,191.0,GYY,191.0,GYY,191.0,200620.0,BS,College of Technology,OLSV - Organizational Leadership,,YES,YES,B,"Undergraduate Studies Program
",Explorers,95.0,248.0,420.0,430.0,,850.0,,,,4.0,4.0,3.3,3.3,3.3,3.3,SPAN,4.0,4.0,,,,,,,
200710.0,Male,Resident,6.0,I,4.0,14.0,BY,NYY,140.0,NYY,140.0,GYY,141.0,GYY,141.0,201210.0,BS,College of Health & Human Sci,SELL - Selling & Sales Management,,YES,YES,B,"Undergraduate Studies Program
",Explorers,54.0,328.0,420.0,440.0,500.0,860.0,1360.0,,,3.3,3.3,3.0,3.0,2.7,2.7,SPAN,1.7,1.7,,,,,,,
200210.0,Male,Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",USP-Undecided,82.0,300.0,430.0,380.0,,810.0,,,,3.0,3.0,3.3,3.3,2.7,2.7,JAPN,3.3,3.3,,,,,,,
200210.0,Female,Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",USP-Undecided,76.0,312.0,430.0,440.0,,870.0,,,,3.3,3.3,2.3,2.3,3.7,3.7,SPAN,2.7,2.7,,,,,,,
200210.0,Male,Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",USP-Engineering,68.0,312.0,430.0,510.0,,940.0,,,,2.3,2.3,2.3,2.3,3.3,3.3,SPAN,2.0,2.0,,,,,,,
200210.0,Female,Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",USP-Management,92.0,894.0,430.0,470.0,,900.0,,,,3.7,3.7,2.7,2.7,3.3,3.3,SPAN,4.0,4.0,,,,,,,
200310.0,Male,Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",Explorers,50.0,227.0,430.0,400.0,,830.0,,,,2.7,2.7,2.7,2.7,2.3,2.3,LATN,3.3,3.3,,,,,,,
200610.0,Female,Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",Explorers,,,430.0,400.0,,830.0,,,,3.0,3.0,3.0,3.0,3.3,3.3,SPAN,2.3,2.3,,,,,,,
200510.0,Female,Non-Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",Explorers,,,440.0,520.0,,960.0,,,,,,,,,,,,,,,,,,,
200310.0,Male,Resident,5.0,I,4.0,14.0,BY,NYY,140.0,GYY,141.0,GYY,141.0,GYY,141.0,200710.0,BS,College of Health & Human Sci,HTMT - Hospitality & Tourism Mgmt,,YES,YES,B,"Undergraduate Studies Program
",Explorers,83.0,244.0,440.0,460.0,,900.0,,,,2.7,2.7,3.3,3.3,3.7,3.7,LATN,4.0,4.0,,,,,,,
200210.0,Male,Non-Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",USP-Undecided,88.0,332.0,450.0,530.0,,980.0,,,,3.3,3.3,3.0,3.0,3.0,3.0,SPAN,3.0,3.0,,,,,,,
200310.0,Female,Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",Explorers,87.0,681.0,450.0,510.0,,960.0,,,,3.0,3.0,2.3,2.3,3.0,3.0,SPAN,3.3,3.3,,,,,,,
200310.0,Male,Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",Explorers,,,450.0,430.0,,880.0,,,,1.3,1.3,2.3,2.3,2.3,2.3,SPAN,2.7,2.7,,,,,,,
200610.0,Female,Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",Explorers,43.0,657.0,450.0,470.0,,920.0,,,,2.7,2.7,2.3,2.3,2.7,2.7,SPAN,2.3,2.3,,,,,,,
200710.0,Female,Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",Explorers,,,450.0,470.0,450.0,920.0,1370.0,,,2.7,2.7,2.0,2.0,2.3,2.3,FREN,1.7,1.7,,,,,,,
200210.0,Male,Resident,5.0,I,9.0,19.0,BY,NYY,190.0,GYY,191.0,GYY,191.0,GYY,191.0,200630.0,BS,College of Technology,ITDB - Industrial Distribution,,YES,YES,B,"Undergraduate Studies Program
",USP-Undecided,62.0,406.0,450.0,400.0,,850.0,,,,3.3,3.3,2.3,2.3,2.3,2.3,SPAN,1.7,1.7,,,,,,,
200410.0,Female,Resident,5.0,I,4.0,14.0,BY,NYY,140.0,GYY,141.0,GYY,141.0,GYY,141.0,200820.0,BS,College of Health & Human Sci,GNHS - General Health Sciences,,YES,YES,B,"Undergraduate Studies Program
",Explorers,67.0,361.0,450.0,470.0,,920.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,LATN,,,,,,,,,
200410.0,Female,Resident,5.0,I,5.0,15.0,BY,NYY,150.0,GYY,151.0,GYY,151.0,GYY,151.0,200810.0,BA,College of Liberal Arts,AFAM - Afro-American Studies,,YES,YES,B,"Undergraduate Studies Program
",Explorers,58.0,98.0,450.0,490.0,,940.0,,,,3.7,3.7,2.0,2.0,2.7,2.7,SPAN,3.0,3.0,,,,,,,
200310.0,Male,Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",Explorers,75.0,611.0,460.0,370.0,,830.0,,,,3.0,3.0,3.7,3.7,2.7,2.7,SPAN,3.3,3.3,,,,,,,
200710.0,Male,Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",Explorers,57.0,257.0,460.0,400.0,410.0,860.0,1270.0,,,2.3,2.3,2.7,2.7,2.7,2.7,SPAN,1.7,1.7,,,,,,,
200710.0,Male,Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",Explorers,,,460.0,420.0,390.0,880.0,1270.0,,,2.3,2.3,1.7,1.7,2.0,2.0,SPAN,3.0,3.0,,,,,,,
200310.0,Male,Resident,5.0,I,9.0,19.0,BY,NYY,190.0,GYY,191.0,GYY,191.0,GYY,191.0,200710.0,BS,College of Technology,AERT - Aeronautical Technology,,YES,YES,B,"Undergraduate Studies Program
",Explorers,71.0,562.0,460.0,460.0,,920.0,,,,2.7,2.7,2.3,2.3,2.0,2.0,GERM,2.3,2.3,,,,,,,
200110.0,Male,Non-Resident,6.0,I,5.0,15.0,BY,NYY,150.0,NYY,150.0,GYY,151.0,GYY,151.0,200620.0,BA,College of Liberal Arts,IFMV - Interdisc Film/Video,,YES,YES,B,"Undergraduate Studies Program
",USP-Undecided,73.0,94.0,460.0,540.0,,1000.0,,,,2.7,2.7,2.7,2.7,2.7,2.7,SPAN,2.7,2.7,,,,,,,
200110.0,Male,Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",USP-Undecided,79.0,860.0,470.0,490.0,,960.0,,,,2.7,2.7,2.7,2.7,2.3,2.3,SPAN,2.7,2.7,,,,,,,
200210.0,Male,Non-Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",USP-Engineering,92.0,312.0,470.0,450.0,,920.0,,,,3.3,3.3,3.7,3.7,3.3,3.3,FREN,4.0,4.0,,,,,,,
200510.0,Female,Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",Explorers,,,470.0,440.0,,910.0,,,,2.7,2.7,2.7,2.7,2.3,2.3,SPAN,3.0,3.0,,,,,,,
200710.0,Male,Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",Explorers,39.0,278.0,470.0,380.0,410.0,850.0,1260.0,,,2.7,2.7,2.0,2.0,2.3,2.3,SPAN,1.7,1.7,,,,,,,
200710.0,Female,Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",Explorers,,,470.0,550.0,,1020.0,,,,2.0,2.0,2.7,2.7,3.0,3.0,SPAN,2.0,2.0,,,,,,,
200710.0,Male,Resident,4.0,I,4.0,14.0,BY,GYY,141.0,GYY,141.0,GYY,141.0,GYY,141.0,201020.0,BS,College of Health & Human Sci,HTMT - Hospitality & Tourism Mgmt,,YES,YES,B,"Undergraduate Studies Program
",Explorers,32.0,650.0,470.0,380.0,450.0,850.0,1300.0,,,2.3,2.3,1.0,1.0,1.7,1.7,SPAN,2.7,2.7,,,,,,,
200210.0,Male,Resident,6.0,I,9.0,19.0,BY,NYY,190.0,NYY,190.0,GYY,191.0,GYY,191.0,200710.0,BS,College of Technology,CNTW - Computer & Info Tech - Net,,YES,YES,B,"Undergraduate Studies Program
",USP-Undecided,81.0,279.0,470.0,450.0,,920.0,,,,3.0,3.0,3.3,3.3,3.3,3.3,LATN,3.3,3.3,,,,,,,
200310.0,Female,Non-Resident,6.0,I,9.0,19.0,BY,NYY,190.0,NYY,190.0,GYY,191.0,GYY,191.0,200810.0,BS,College of Technology,BCMT - Building Const Mgmt Tech,,YES,YES,B,"Undergraduate Studies Program
",Explorers,99.0,221.0,470.0,420.0,,890.0,,,,3.0,3.0,4.0,4.0,4.0,4.0,SPAN,4.0,4.0,,,,,,,
200210.0,Male,Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",USP-Undecided,82.0,338.0,480.0,560.0,,1040.0,,,,3.0,3.0,3.0,3.0,2.7,2.7,SPAN,3.7,3.7,,,,,,,
200410.0,Male,Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",Explorers,41.0,570.0,480.0,510.0,,990.0,,,,2.0,2.0,2.3,2.3,3.0,3.0,SPAN,2.7,2.7,,,,,,,
200510.0,Male,Non-Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",Explorers,45.0,299.0,480.0,520.0,,1000.0,,,,2.3,2.3,2.7,2.7,2.0,2.0,FREN,3.3,3.3,,,,,,,
200610.0,Male,Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",Explorers,53.0,181.0,480.0,400.0,,880.0,,,,3.0,3.0,2.0,2.0,3.0,3.0,SPAN,3.0,3.0,,,,,,,
200710.0,Female,Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",Explorers,62.0,309.0,480.0,460.0,570.0,940.0,1510.0,,,3.0,3.0,2.3,2.3,2.7,2.7,SPAN,3.3,3.3,,,,,,,
200510.0,Male,Resident,4.0,I,4.0,14.0,BY,GYY,141.0,GYY,141.0,GYY,141.0,GYY,141.0,200820.0,BS,College of Health & Human Sci,FCPL - Financial Counseling& Planning,,YES,YES,B,"Undergraduate Studies Program
",Explorers,72.0,351.0,480.0,450.0,,930.0,,,,3.0,3.0,3.0,3.0,3.3,3.3,SPAN,2.3,2.3,,,,,,,
200410.0,Female,Resident,5.0,I,5.0,15.0,BY,NYY,150.0,GYY,151.0,GYY,151.0,GYY,151.0,200820.0,BS,College of Liberal Arts,SLHS - Speech/Language/Hearing Scienc,,YES,YES,B,"Undergraduate Studies Program
",Explorers,52.0,65.0,480.0,500.0,,980.0,,,,3.0,3.0,3.0,3.0,2.0,2.0,SPAN,2.3,2.3,,,,,,,
200310.0,Male,Non-Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",Explorers,33.0,678.0,490.0,530.0,,1020.0,,,,1.7,1.7,2.0,2.0,2.3,2.3,SPAN,1.7,1.7,,,,,,,
200410.0,Male,Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",Explorers,85.0,260.0,490.0,360.0,,850.0,,,,2.7,2.7,2.0,2.0,3.0,3.0,SPAN,3.0,3.0,,,,,,,
200710.0,Male,Non-Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",Explorers,70.0,537.0,490.0,470.0,,960.0,,,,3.0,3.0,3.3,3.3,3.3,3.3,SPAN,4.0,4.0,,,,,,,
200310.0,Female,Non-Resident,4.0,I,5.0,15.0,BY,GYY,151.0,GYY,151.0,GYY,151.0,GYY,151.0,200630.0,BA,College of Liberal Arts,LAWS - Law and Society,,YES,YES,B,"Undergraduate Studies Program
",Explorers,43.0,282.0,490.0,390.0,,880.0,,,,3.0,3.0,2.0,2.0,3.0,3.0,FREN,2.3,2.3,,,,,,,
200210.0,Male,Resident,5.0,I,9.0,19.0,BY,NYY,190.0,GYY,191.0,GYY,191.0,GYY,191.0,200620.0,BS,College of Technology,OLSV - Organizational Leadership,,YES,YES,B,"Undergraduate Studies Program
",USP-Undecided,86.0,174.0,490.0,400.0,,890.0,,,,2.3,2.3,2.3,2.3,3.3,3.3,FREN,2.7,2.7,,,,,,,
200210.0,Male,Non-Resident,6.0,I,9.0,19.0,BY,NYY,190.0,NYY,190.0,GYY,191.0,GYY,191.0,200710.0,BS,College of Technology,OLSV - Organizational Leadership,,YES,YES,B,"Undergraduate Studies Program
",USP-Technology,65.0,367.0,490.0,370.0,,860.0,,,,2.3,2.3,1.7,1.7,2.7,2.7,SPAN,2.0,2.0,,,,,,,
200510.0,Male,Non-Resident,6.0,I,4.0,14.0,BY,NYY,140.0,NYY,140.0,GYY,141.0,GYY,141.0,201010.0,BA,College of Health & Human Sci,PSY - Psychology,,YES,YES,B,"Undergraduate Studies Program
",Explorers,,,490.0,460.0,,950.0,,,,2.3,2.3,2.7,2.7,2.3,2.3,SPAN,2.3,2.3,,,,,,,
200710.0,Female,Non-Resident,6.0,I,4.0,14.0,BY,NYY,140.0,NYY,140.0,GYY,141.0,GYY,141.0,201210.0,BS,College of Health & Human Sci,SELL - Selling & Sales Management,,YES,YES,B,"Undergraduate Studies Program
",Explorers,46.0,779.0,490.0,570.0,470.0,1060.0,1530.0,,,2.7,2.7,2.0,2.0,1.7,1.7,FREN,3.7,3.7,,,,,,,
200210.0,Female,Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",USP-Undecided,60.0,687.0,500.0,400.0,,900.0,,,,3.0,3.0,2.7,2.7,1.7,1.7,SPAN,2.7,2.7,,,,,,,
200510.0,Female,Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",Explorers,33.0,33.0,500.0,580.0,,1080.0,,,,3.0,3.0,2.7,2.7,2.7,2.7,SPAN,3.0,3.0,,,,,,,
200310.0,Female,Resident,5.0,I,9.0,19.0,BY,NYY,190.0,GYY,191.0,GYY,191.0,GYY,191.0,200720.0,BS,College of Technology,ITDB - Industrial Distribution,,YES,YES,B,"Undergraduate Studies Program
",Explorers,56.0,445.0,500.0,650.0,,1150.0,,,,3.0,3.0,2.3,2.3,2.0,2.0,FREN,2.0,2.0,,,,,,,
200410.0,Male,Resident,7.0,I,9.0,19.0,BY,NYY,190.0,NYY,190.0,NYY,190.0,GYY,191.0,201010.0,BS,College of Technology,EETC - Electrical Engr Technology,,YES,YES,B,"Undergraduate Studies Program
",Explorers,75.0,248.0,500.0,400.0,,900.0,,,,2.3,2.3,2.3,2.3,2.7,2.7,SPAN,2.0,2.0,,,,,,,
200610.0,Male,Non-Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",Explorers,54.0,511.0,510.0,470.0,,980.0,,,,3.3,3.3,2.7,2.7,2.3,2.3,SPAN,2.0,2.0,,,,,,,
200610.0,Female,Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",Explorers,78.0,279.0,510.0,450.0,,960.0,,,,3.0,3.0,3.3,3.3,2.7,2.7,SPAN,3.7,3.7,,,,,,,
200610.0,Male,Non-Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",Explorers,92.0,426.0,510.0,420.0,,930.0,,,,3.7,3.7,3.7,3.7,3.7,3.7,SPAN,3.3,3.3,,,,,,,
200210.0,Male,Resident,5.0,I,9.0,19.0,BY,NYY,190.0,GYY,191.0,GYY,191.0,GYY,191.0,200620.0,BS,College of Technology,OLSV - Organizational Leadership,,YES,YES,B,"Undergraduate Studies Program
",USP-Engineering,95.0,333.0,510.0,460.0,,970.0,,,,3.3,3.3,4.0,4.0,4.0,4.0,SPAN,4.0,4.0,,,,,,,
200510.0,Male,Non-Resident,5.0,I,5.0,15.0,BY,NYY,150.0,GYY,151.0,GYY,151.0,GYY,151.0,200910.0,BA,College of Liberal Arts,COMR - Publ Rel & Rhetorical Advocacy,,YES,YES,B,"Undergraduate Studies Program
",Explorers,85.0,716.0,510.0,450.0,,960.0,,,,3.0,3.0,3.7,3.7,4.0,4.0,SPAN,4.0,4.0,,,,,,,
200710.0,Male,Non-Resident,6.0,I,3.0,13.0,BY,NYY,130.0,NYY,130.0,GYY,131.0,GYY,131.0,201210.0,BS,College of Engineering,ECEB - Electrical Engineering,,YES,YES,B,"Undergraduate Studies Program
",Explorers,95.0,287.0,510.0,470.0,430.0,980.0,1410.0,,,3.3,3.3,2.3,2.3,3.0,3.0,SPAN,3.0,3.0,,,,,,,
200510.0,Male,Resident,7.0,I,5.0,15.0,BY,NYY,150.0,NYY,150.0,NYY,150.0,GYY,151.0,201120.0,BA,College of Liberal Arts,HIST - History,,YES,YES,B,"Undergraduate Studies Program
",Explorers,48.0,377.0,510.0,450.0,,960.0,,,,2.0,2.0,2.3,2.3,2.7,2.7,SPAN,2.0,2.0,,,,,,,
200110.0,Male,Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",USP-Undecided,55.0,370.0,520.0,410.0,,930.0,,,,2.0,2.0,2.3,2.3,2.0,2.0,SPAN,1.7,1.7,,,,,,,
200410.0,Female,Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",Explorers,76.0,592.0,520.0,490.0,,1010.0,,,,3.3,3.3,2.7,2.7,3.3,3.3,SPAN,2.7,2.7,,,,,,,
200610.0,Female,Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",Explorers,93.0,383.0,520.0,530.0,,1050.0,,,,3.7,3.7,3.7,3.7,3.7,3.7,SPAN,4.0,4.0,,,,,,,
200610.0,Male,Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",Explorers,63.0,497.0,520.0,530.0,,1050.0,,,,2.3,2.3,3.0,3.0,2.0,2.0,GERM,3.3,3.3,,,,,,,
200210.0,Male,Non-Resident,5.0,I,9.0,19.0,BY,NYY,190.0,GYY,191.0,GYY,191.0,GYY,191.0,200620.0,BS,College of Technology,EETC - Electrical Engr Technology,,YES,YES,B,"Undergraduate Studies Program
",USP-Undecided,59.0,380.0,520.0,500.0,,1020.0,,,,3.0,3.0,2.7,2.7,1.7,1.7,SPAN,3.0,3.0,,,,,,,
200610.0,Male,Resident,6.0,I,1.0,11.0,BY,NYY,110.0,NYY,110.0,GYY,111.0,GYY,111.0,201130.0,BS,College of Agriculture,AGEC - Agricultural Economics,,YES,YES,B,"Undergraduate Studies Program
",Explorers,66.0,450.0,520.0,470.0,,990.0,,,,3.0,3.0,2.0,2.0,2.3,2.3,SPAN,2.7,2.7,,,,,,,
200610.0,Female,Non-Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",Explorers,69.0,342.0,530.0,660.0,,1190.0,,,,3.3,3.3,2.0,2.0,2.7,2.7,FREN,3.3,3.3,,,,,,,
200710.0,Male,Non-Resident,0.0,I,10.0,10.0,BY,N,100.0,N,100.0,N,100.0,N,100.0,,,,,,,,B,"Undergraduate Studies Program
",Explorers,,,530.0,480.0,460.0,1010.0,1470.0,,,4.0,4.0,2.7,2.7,3.0,3.0,X,2.7,2.7,,,,,,,
