Profile Cohort,PROFILE_GENDER_DESC,PROFILE_RESIDENCE_DESC,Years to Graduation,Admit Group,College,AwC,Ethnicity,YR4Code,YR4NUM,YR5Code,YR5NUM,YR6Code,YR6NUM,YRallCode,YRallNUM,Grad Semester1,DEGREE_DESC,Overall College,MAJOR_DESC,HONOR_DESC,Change College,Change Major,PROFILE_ADMISSIONS_POPULATION,PROFILE_COLLEGE_DESC,PROFILE_MAJOR_DESC,PROFILE_HIGH_SCHOOL_PERCENTILE,SCHOOL_SIZE,MAX(M),MAX(CR),MAX(W),MAX(M+CR),MAX(Total),CoreGPA,Round(CoreGPA),EnglGPA,Round(EnglGPA),MthGPA,Round(MthGPA),LabGPA,Round(LabGPA),FL-Subj,FL-GPA,Round(FL-GPA),AP CALC AB Score,AP CALC ABsub Score,AP CALC BC Score,AP CHEM Score,AP PHYS B Score,AP PHYS Celec Score,AP PHYS Cmech Score
200710.0,Male,Resident,4.0,I,3.0,13.0,HY,GNN,131.0,GNN,131.0,GNN,131.0,GNN,131.0,201020.0,BS,College of Engineering,AAE - Aero & Astro Engineering,,NO,NO,B,College of Engineering,Aero & Astro Engineering,88.0,395.0,660.0,640.0,540.0,1300.0,1840.0,,,3.7,3.7,3.3,3.3,4.0,4.0,FREN,3.7,3.7,,,,,,,
200110.0,Male,Resident,5.0,I,3.0,13.0,HY,NNN,130.0,GNN,131.0,GNN,131.0,GNN,131.0,200520.0,BS,College of Engineering,ZE16 - Construction Engr & Mgmt,,NO,NO,B,College of Engineering,Freshman Engineering,97.0,115.0,660.0,600.0,,1260.0,,,,3.0,3.0,3.3,3.3,3.3,3.3,SPAN,3.7,3.7,,,,,,,
200510.0,Male,Resident,5.0,I,9.0,19.0,HY,NYY,190.0,GYY,191.0,GYY,191.0,GYY,191.0,200920.0,BS,College of Technology,AENT - Aeronautic Engr Technology,,YES,YES,B,College of Engineering,First Year Engineering,76.0,727.0,660.0,510.0,,1170.0,,,,2.0,2.0,3.0,3.0,2.3,2.3,,3.0,3.0,,,,,,,
200710.0,Female,Non-Resident,5.0,I,3.0,13.0,HY,NNN,130.0,GNN,131.0,GNN,131.0,GNN,131.0,201120.0,BS,College of Engineering,CHE - Chemical Engineering,,NO,NO,B,College of Engineering,Chemical Engineering,97.0,672.0,660.0,630.0,580.0,1290.0,1870.0,,,4.0,4.0,4.0,4.0,4.0,4.0,LATN,4.0,4.0,,,,,,,
200410.0,Male,Non-Resident,0.0,I,3.0,13.0,HY,N,130.0,N,130.0,N,130.0,N,130.0,,,,,,,,B,College of Engineering,Freshman Engineering,,,670.0,460.0,,1130.0,,,,3.3,3.3,3.3,3.3,2.7,2.7,SPAN,3.0,3.0,,,,,,,
200110.0,Female,Non-Resident,4.0,I,3.0,13.0,HY,GNN,131.0,GNN,131.0,GNN,131.0,GNN,131.0,200420.0,BS,College of Engineering,CHE - Chemical Engineering,,NO,NO,B,College of Engineering,Freshman Engineering,96.0,118.0,670.0,650.0,,1320.0,,,,4.0,4.0,4.0,4.0,4.0,4.0,SPAN,4.0,4.0,,,,,,,
200210.0,Female,Non-Resident,4.0,I,3.0,13.0,HY,GNN,131.0,GNN,131.0,GNN,131.0,GNN,131.0,200520.0,BS,College of Engineering,CIVL - Civil Engineering,,NO,NO,B,College of Engineering,Freshman Engineering,81.0,83.0,670.0,620.0,,1290.0,,,,3.3,3.3,3.3,3.3,3.7,3.7,SPAN,3.7,3.7,,,,,,,
200610.0,Male,Non-Resident,4.0,I,3.0,13.0,HY,GNN,131.0,GNN,131.0,GNN,131.0,GNN,131.0,200920.0,BS,College of Engineering,NUCL - Nuclear Engineering,,NO,NO,B,College of Engineering,Nuclear Engineering,94.0,395.0,670.0,760.0,,1430.0,,,,4.0,4.0,3.7,3.7,3.7,3.7,SPAN,4.0,4.0,,,,,,,
200710.0,Female,Non-Resident,4.0,I,3.0,13.0,HY,GNN,131.0,GNN,131.0,GNN,131.0,GNN,131.0,201020.0,BS,College of Engineering,IE - Industrial Engineering,,NO,NO,B,College of Engineering,Industrial Engineering,,,670.0,440.0,580.0,1110.0,1690.0,,,3.3,3.3,3.7,3.7,3.0,3.0,FREN,3.7,3.7,,,,,,,
200210.0,Male,Non-Resident,5.0,I,3.0,13.0,HY,NNN,130.0,GNN,131.0,GNN,131.0,GNN,131.0,200610.0,BS,College of Engineering,MECH - Mechanical Engineering,,NO,NO,B,College of Engineering,Freshman Engineering,78.0,83.0,670.0,570.0,,1240.0,,,,3.0,3.0,3.3,3.3,3.7,3.7,SPAN,3.3,3.3,,,,,,,
200510.0,Male,Non-Resident,5.0,I,3.0,13.0,HY,NNN,130.0,GNN,131.0,GNN,131.0,GNN,131.0,200910.0,BS,College of Engineering,CIVL - Civil Engineering,,NO,NO,B,College of Engineering,Civil Engineering,63.0,482.0,670.0,570.0,,1240.0,,,,3.0,3.0,3.0,3.0,3.3,3.3,SPAN,4.0,4.0,,,,,,,
200610.0,Male,Non-Resident,5.0,I,3.0,13.0,HY,NNN,130.0,GNN,131.0,GNN,131.0,GNN,131.0,201020.0,BS,College of Engineering,ECEB - Electrical Engineering,,NO,NO,B,College of Engineering,Electrical Engineering,,,670.0,560.0,,1230.0,,,,3.0,3.0,3.3,3.3,2.7,2.7,LATN,3.0,3.0,,,,,,,
200710.0,Male,Non-Resident,5.0,I,3.0,13.0,HY,NNN,130.0,GNN,131.0,GNN,131.0,GNN,131.0,201120.0,BS,College of Engineering,MECH - Mechanical Engineering,,NO,NO,B,College of Engineering,Mechanical Engineering,99.0,7460.0,670.0,650.0,590.0,1320.0,1910.0,,,3.7,3.7,4.0,4.0,3.7,3.7,SPAN,4.0,4.0,,,,,,,
200710.0,Male,Non-Resident,5.0,I,3.0,13.0,HY,NNN,130.0,GNN,131.0,GNN,131.0,GNN,131.0,201120.0,BS,College of Engineering,CMPE - Computer Engineering,,NO,NO,B,College of Engineering,Computer Engineering,91.0,49.0,670.0,600.0,560.0,1270.0,1830.0,,,4.0,4.0,4.0,4.0,4.0,4.0,SPAN,4.0,4.0,,,,,,,
200510.0,Male,Non-Resident,6.0,I,3.0,13.0,HY,NNN,130.0,NNN,130.0,GNN,131.0,GNN,131.0,201020.0,BS,College of Engineering,NUCL - Nuclear Engineering,,NO,NO,B,College of Engineering,Nuclear Engineering,,,670.0,610.0,,1280.0,,,,3.7,3.7,3.7,3.7,4.0,4.0,SPAN,4.0,4.0,,,,,,,
200610.0,Male,Resident,0.0,I,3.0,13.0,HY,N,130.0,N,130.0,N,130.0,N,130.0,,,,,,,,B,College of Engineering,First Year Engineering,87.0,832.0,680.0,550.0,,1230.0,,,,3.7,3.7,4.0,4.0,4.0,4.0,SPAN,3.3,3.3,,,,,,,
200410.0,Male,Resident,4.0,I,3.0,13.0,HY,GNN,131.0,GNN,131.0,GNN,131.0,GNN,131.0,200720.0,BS,College of Engineering,IE - Industrial Engineering,,NO,NO,B,College of Engineering,Freshman Engineering,79.0,410.0,680.0,620.0,,1300.0,,,,3.0,3.0,3.7,3.7,3.7,3.7,SPAN,2.7,2.7,,,,,,,
200410.0,Male,Non-Resident,4.0,I,3.0,13.0,HY,GNN,131.0,GNN,131.0,GNN,131.0,GNN,131.0,200710.0,BS,College of Engineering,IE - Industrial Engineering,,NO,NO,B,College of Engineering,Freshman Engineering,84.0,1026.0,680.0,560.0,,1240.0,,,,3.7,3.7,3.0,3.0,3.0,3.0,SPAN,,,,,,,,,
200710.0,Male,Non-Resident,4.0,I,3.0,13.0,HY,GNN,131.0,GNN,131.0,GNN,131.0,GNN,131.0,201020.0,BS,College of Engineering,CHE - Chemical Engineering,,NO,NO,B,College of Engineering,Chemical Engineering,79.0,648.0,680.0,500.0,500.0,1180.0,1680.0,,,4.0,4.0,4.0,4.0,4.0,4.0,SPAN,4.0,4.0,,,,,,,
200310.0,Male,Resident,5.0,I,3.0,13.0,HY,NNN,130.0,GNN,131.0,GNN,131.0,GNN,131.0,200710.0,BS,College of Engineering,MECH - Mechanical Engineering,,NO,NO,B,College of Engineering,Freshman Engineering,79.0,238.0,680.0,560.0,,1240.0,,,,3.0,3.0,3.3,3.3,3.0,3.0,SPAN,3.0,3.0,,,,,,,
200610.0,Male,Non-Resident,5.0,I,3.0,13.0,HY,NNN,130.0,GNN,131.0,GNN,131.0,GNN,131.0,201010.0,BS,College of Engineering,CNEB - Construction Engineering,,NO,NO,B,College of Engineering,Construction Engineering,,,680.0,520.0,,1200.0,,,,3.3,3.3,3.3,3.3,3.3,3.3,SPAN,3.7,3.7,,,,,,,
200710.0,Male,Resident,5.0,I,9.0,19.0,HY,NYY,190.0,GYY,191.0,GYY,191.0,GYY,191.0,201120.0,BS,College of Technology,ITID - Indust Tech/Indust Distrib,,YES,YES,B,College of Engineering,First Year Engineering,64.0,334.0,680.0,540.0,460.0,1220.0,1680.0,,,3.3,3.3,3.0,3.0,3.0,3.0,SPAN,4.0,4.0,,,,,,,
200410.0,Male,Non-Resident,6.0,I,5.0,15.0,HY,NYY,150.0,NYY,150.0,GYY,151.0,GYY,151.0,200920.0,BA,College of Liberal Arts,IDPP - Industrial Design Prof Program,,YES,YES,B,College of Engineering,Freshman Engineering,,,680.0,630.0,,1310.0,,,,3.3,3.3,3.7,3.7,4.0,4.0,FREN,3.7,3.7,,,,,,,
200410.0,Male,Non-Resident,6.0,I,3.0,13.0,HY,NNN,130.0,NNN,130.0,GNN,131.0,GNN,131.0,200920.0,BS,College of Engineering,MECH - Mechanical Engineering,,NO,NO,B,College of Engineering,Mechanical Engineering,95.0,184.0,680.0,640.0,,1320.0,,,,3.7,3.7,4.0,4.0,4.0,4.0,SPAN,4.0,4.0,,,,,,,
200410.0,Male,Non-Resident,6.0,I,3.0,13.0,HY,NNN,130.0,NNN,130.0,GNN,131.0,GNN,131.0,200910.0,BS,College of Engineering,AAE - Aero & Astro Engineering,,NO,NO,B,College of Engineering,Aero & Astro Engineering,61.0,532.0,680.0,530.0,,1210.0,,,,2.3,2.3,2.7,2.7,3.3,3.3,,,,,,,,,,
200210.0,Male,Non-Resident,0.0,I,3.0,13.0,HY,N,130.0,N,130.0,N,130.0,N,130.0,,,,,,,,B,College of Engineering,Freshman Engineering,70.0,117.0,690.0,590.0,,1280.0,,,,3.7,3.7,2.7,2.7,2.7,2.7,4.0,4.0,4.0,,,,,,,
200410.0,Female,Non-Resident,0.0,I,3.0,13.0,HY,N,130.0,N,130.0,N,130.0,N,130.0,,,,,,,,B,College of Engineering,Freshman Engineering,71.0,622.0,690.0,570.0,,1260.0,,,,2.7,2.7,3.7,3.7,3.0,3.0,SPAN,4.0,4.0,,,,,,,
200210.0,Male,Resident,4.0,I,3.0,13.0,HY,GNN,131.0,GNN,131.0,GNN,131.0,GNN,131.0,200520.0,BS,College of Engineering,CHE - Chemical Engineering,,NO,NO,B,College of Engineering,Freshman Engineering,94.0,553.0,690.0,480.0,,1170.0,,,,3.3,3.3,4.0,4.0,3.7,3.7,SPAN,3.7,3.7,,,,,,,
200310.0,Male,Non-Resident,4.0,I,3.0,13.0,HY,GNN,131.0,GNN,131.0,GNN,131.0,GNN,131.0,200610.0,BS,College of Engineering,IE - Industrial Engineering,With Distinction,NO,NO,B,College of Engineering,Freshman Engineering,,,690.0,550.0,,1240.0,,,,3.7,3.7,4.0,4.0,3.0,3.0,SPAN,4.0,4.0,,,,,,,
200510.0,Male,Resident,4.0,I,3.0,13.0,HY,GNN,131.0,GNN,131.0,GNN,131.0,GNN,131.0,200830.0,BS,College of Engineering,MUEN - Multidisciplinary Engineering,,NO,NO,B,College of Engineering,First Year Engineering,94.0,338.0,690.0,690.0,,1380.0,,,,4.0,4.0,3.7,3.7,4.0,4.0,FREN,4.0,4.0,,,,,,,
200710.0,Male,Resident,4.0,I,3.0,13.0,HY,GNN,131.0,GNN,131.0,GNN,131.0,GNN,131.0,201020.0,BS,College of Engineering,CIVL - Civil Engineering,,NO,NO,B,College of Engineering,Civil Engineering,91.0,711.0,690.0,690.0,640.0,1380.0,2020.0,,,3.0,3.0,3.0,3.0,3.7,3.7,FREN,3.0,3.0,,,,,,,
200310.0,Female,Resident,5.0,I,3.0,13.0,HY,NNN,130.0,GNN,131.0,GNN,131.0,GNN,131.0,200710.0,BS,College of Engineering,BFPE - Biological & Food Process Engr,,NO,NO,B,College of Engineering,Freshman Engineering,99.0,262.0,690.0,640.0,,1330.0,,,,4.0,4.0,4.0,4.0,4.0,4.0,SPAN,4.0,4.0,,,,,,,
200410.0,Male,Resident,5.0,I,3.0,13.0,HY,NNN,130.0,GNN,131.0,GNN,131.0,GNN,131.0,200820.0,BS,College of Engineering,CHE - Chemical Engineering,,NO,NO,B,College of Engineering,Freshman Engineering,71.0,,690.0,560.0,,1250.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,SPAN,3.3,3.3,,,,,,,
200710.0,Male,Non-Resident,5.0,I,3.0,13.0,HY,NNN,130.0,GNN,131.0,GNN,131.0,GNN,131.0,201120.0,BS,College of Engineering,NUCL - Nuclear Engineering,,NO,NO,B,College of Engineering,Nuclear Engineering,74.0,487.0,690.0,690.0,630.0,1380.0,2010.0,,,3.0,3.0,3.0,3.0,3.3,3.3,SPAN,3.0,3.0,,,,,,,
200110.0,Male,Resident,0.0,I,3.0,13.0,HY,N,130.0,N,130.0,N,130.0,N,130.0,,,,,,,,B,College of Engineering,Freshman Engineering,47.0,381.0,700.0,680.0,,1380.0,,,,2.7,2.7,2.3,2.3,2.3,2.3,SPAN,3.0,3.0,,,,,,,
200610.0,Male,Non-Resident,0.0,I,3.0,13.0,HY,N,130.0,N,130.0,N,130.0,N,130.0,,,,,,,,B,College of Engineering,First Year Engineering,92.0,603.0,700.0,550.0,,1250.0,,,,3.7,3.7,3.7,3.7,3.7,3.7,SPAN,2.7,2.7,,,,,,,
200710.0,Male,Non-Resident,0.0,I,3.0,13.0,HY,N,130.0,N,130.0,N,130.0,N,130.0,,,,,,,,B,College of Engineering,First Year Engineering,77.0,427.0,700.0,720.0,740.0,1420.0,2160.0,,,3.3,3.3,3.0,3.0,3.3,3.3,SPAN,3.7,3.7,,,,,,,
200710.0,Male,Non-Resident,0.0,I,3.0,13.0,HY,N,130.0,N,130.0,N,130.0,N,130.0,,,,,,,,B,College of Engineering,First Year Engineering,91.0,829.0,700.0,620.0,590.0,1320.0,1910.0,,,3.0,3.0,2.3,2.3,3.3,3.3,SPAN,3.7,3.7,,,,,,,
200310.0,Male,Non-Resident,4.0,I,3.0,13.0,HY,GNN,131.0,GNN,131.0,GNN,131.0,GNN,131.0,200620.0,BS,College of Engineering,CHE - Chemical Engineering,,NO,NO,B,College of Engineering,Freshman Engineering,,,700.0,540.0,,1240.0,,,,4.0,4.0,4.0,4.0,4.0,4.0,SPAN,4.0,4.0,,,,,,,
200710.0,Male,Non-Resident,5.0,I,9.0,19.0,HY,NYY,190.0,GYY,191.0,GYY,191.0,GYY,191.0,201110.0,BS,College of Technology,METC - Mechanical Engr Technology,,YES,YES,B,College of Engineering,First Year Engineering,,,700.0,580.0,510.0,1280.0,1790.0,,,3.0,3.0,3.0,3.0,3.0,3.0,SPAN,3.0,3.0,,,,,,,
200310.0,Male,Non-Resident,0.0,I,3.0,13.0,HY,N,130.0,N,130.0,N,130.0,N,130.0,,,,,,,,B,College of Engineering,Aero & Astro Engineering,85.0,501.0,710.0,690.0,,1400.0,,,,3.3,3.3,3.0,3.0,3.3,3.3,JAPN,4.0,4.0,,,,,,,
200510.0,Male,Non-Resident,0.0,I,3.0,13.0,HY,N,130.0,N,130.0,N,130.0,N,130.0,,,,,,,,B,College of Engineering,First Year Engineering,65.0,,710.0,700.0,,1410.0,,,,2.7,2.7,2.3,2.3,2.7,2.7,FREN,2.0,2.0,,,,,,,
200610.0,Male,Non-Resident,0.0,I,3.0,13.0,HY,N,130.0,N,130.0,N,130.0,N,130.0,,,,,,,,B,College of Engineering,First Year Engineering,,,710.0,580.0,,1290.0,,,,3.0,3.0,2.7,2.7,3.0,3.0,SPAN,3.7,3.7,,,,,,,
200710.0,Male,Resident,0.0,I,3.0,13.0,HY,N,130.0,N,130.0,N,130.0,N,130.0,,,,,,,,B,College of Engineering,First Year Engineering,93.0,465.0,710.0,610.0,560.0,1320.0,1880.0,,,3.7,3.7,4.0,4.0,3.7,3.7,SPAN,3.7,3.7,,,,,,,
200310.0,Male,Non-Resident,4.0,I,3.0,13.0,HY,GNN,131.0,GNN,131.0,GNN,131.0,GNN,131.0,200620.0,BS,College of Engineering,IE - Industrial Engineering,,NO,NO,B,College of Engineering,Freshman Engineering,83.0,99.0,710.0,510.0,,1220.0,,,,3.0,3.0,3.7,3.7,3.7,3.7,SPAN,4.0,4.0,,,,,,,
200510.0,Male,Resident,4.0,I,3.0,13.0,HY,GNN,131.0,GNN,131.0,GNN,131.0,GNN,131.0,200820.0,BS,College of Engineering,MUEN - Multidisciplinary Engineering,,NO,NO,B,College of Engineering,First Year Engineering,,,710.0,720.0,,1430.0,,,,4.0,4.0,3.7,3.7,4.0,4.0,SPAN,3.0,3.0,,,,,,,
200310.0,Male,Resident,7.0,I,6.0,16.0,HY,NYY,160.0,NYY,160.0,NYY,160.0,GYY,161.0,200920.0,BS,School of Management,MGMT - Management,,YES,YES,B,College of Engineering,Freshman Engineering,71.0,475.0,710.0,530.0,,1240.0,,,,3.3,3.3,3.0,3.0,3.0,3.0,SPAN,2.3,2.3,,,,,,,
200210.0,Male,Resident,0.0,I,3.0,13.0,HY,N,130.0,N,130.0,N,130.0,N,130.0,,,,,,,,B,College of Engineering,Freshman Engineering,90.0,577.0,720.0,450.0,,1170.0,,,,2.3,2.3,3.7,3.7,3.7,3.7,SPAN,4.0,4.0,,,,,,,
200610.0,Male,Non-Resident,0.0,I,3.0,13.0,HY,N,130.0,N,130.0,N,130.0,N,130.0,,,,,,,,B,College of Engineering,Mechanical Engineering,86.0,76.0,720.0,590.0,,1310.0,,,,3.7,3.7,4.0,4.0,3.7,3.7,SPAN,3.0,3.0,,,,,,,
200110.0,Male,Non-Resident,4.0,I,3.0,13.0,HY,GNN,131.0,GNN,131.0,GNN,131.0,GNN,131.0,200420.0,BS,College of Engineering,AAE - Aero & Astro Engineering,,NO,NO,B,College of Engineering,Freshman Engineering,83.0,229.0,720.0,630.0,,1350.0,,,,3.7,3.7,2.7,2.7,3.3,3.3,SPAN,3.7,3.7,,,,,,,
200210.0,Male,Resident,4.0,I,3.0,13.0,HY,GNN,131.0,GNN,131.0,GNN,131.0,GNN,131.0,200520.0,BS,College of Engineering,CIVL - Civil Engineering,,NO,NO,B,College of Engineering,Freshman Engineering,97.0,360.0,720.0,700.0,,1420.0,,,,4.0,4.0,4.0,4.0,4.0,4.0,SPAN,4.0,4.0,,,,,,,
200210.0,Male,Non-Resident,4.0,I,3.0,13.0,HY,GNN,131.0,GNN,131.0,GNN,131.0,GNN,131.0,200520.0,BS,College of Engineering,CIVL - Civil Engineering,,NO,NO,B,College of Engineering,Freshman Engineering,59.0,49.0,720.0,550.0,,1270.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,SPAN,2.3,2.3,,,,,,,
200610.0,Male,Non-Resident,4.0,I,3.0,13.0,HY,GNN,131.0,GNN,131.0,GNN,131.0,GNN,131.0,200920.0,BS,College of Engineering,CIVL - Civil Engineering,,NO,NO,B,College of Engineering,Civil Engineering,95.0,168.0,720.0,720.0,,1440.0,,,,4.0,4.0,4.0,4.0,4.0,4.0,SPAN,4.0,4.0,,,,,,,
200710.0,Male,Non-Resident,4.0,I,3.0,13.0,HY,GNN,131.0,GNN,131.0,GNN,131.0,GNN,131.0,201020.0,BS,College of Engineering,CHE - Chemical Engineering,,NO,NO,B,College of Engineering,Chemical Engineering,,,720.0,570.0,560.0,1290.0,1850.0,,,4.0,4.0,4.0,4.0,4.0,4.0,FREN,4.0,4.0,,,,,,,
200410.0,Male,Non-Resident,5.0,I,6.0,16.0,HY,NYY,160.0,GYY,161.0,GYY,161.0,GYY,161.0,200810.0,BS,School of Management,MGMT - Management,,YES,YES,B,College of Engineering,Freshman Engineering,78.0,625.0,720.0,650.0,,1370.0,,,,3.7,3.7,3.7,3.7,3.3,3.3,SPAN,3.3,3.3,,,,,,,
200510.0,Male,Non-Resident,5.0,I,3.0,13.0,HY,NNN,130.0,GNN,131.0,GNN,131.0,GNN,131.0,200920.0,BS,College of Engineering,ACST - Acoustical Engineering,,NO,NO,B,College of Engineering,Acoustical Engineering,93.0,394.0,720.0,680.0,,1400.0,,,,3.7,3.7,3.7,3.7,3.7,3.7,LATN,4.0,4.0,,,,,,,
200610.0,Male,Resident,5.0,I,3.0,13.0,HY,NNN,130.0,GNN,131.0,GNN,131.0,GNN,131.0,201010.0,BS,College of Engineering,ECEB - Electrical Engineering,,NO,NO,B,College of Engineering,Electrical Engineering,89.0,602.0,720.0,540.0,,1260.0,,,,3.7,3.7,4.0,4.0,3.7,3.7,GERM,3.7,3.7,,,,,,,
200310.0,Male,Non-Resident,4.0,I,3.0,13.0,HY,GNN,131.0,GNN,131.0,GNN,131.0,GNN,131.0,200620.0,BS,College of Engineering,IE - Industrial Engineering,,NO,NO,B,College of Engineering,Freshman Engineering,81.0,48.0,730.0,470.0,,1200.0,,,,2.0,2.0,4.0,4.0,4.0,4.0,FREN,2.3,2.3,,,,,,,
200710.0,Male,Non-Resident,4.0,I,4.0,14.0,HY,GYY,141.0,GYY,141.0,GYY,141.0,GYY,141.0,201020.0,BS,College of Health & Human Sci,GNHS - General Health Sciences,,YES,YES,B,College of Engineering,First Year Engineering,,,730.0,740.0,720.0,1470.0,2190.0,,,3.7,3.7,3.3,3.3,4.0,4.0,SPAN,3.7,3.7,,,,,,,
200210.0,Male,Non-Resident,5.0,I,3.0,13.0,HY,NNN,130.0,GNN,131.0,GNN,131.0,GNN,131.0,200610.0,BS,College of Engineering,AAE - Aero & Astro Engineering,,NO,NO,B,College of Engineering,Freshman Engineering,93.0,262.0,730.0,690.0,,1420.0,,,,3.3,3.3,3.7,3.7,3.7,3.7,SPAN,3.3,3.3,,,,,,,
200310.0,Male,Non-Resident,5.0,I,3.0,13.0,HY,NNN,130.0,GNN,131.0,GNN,131.0,GNN,131.0,200720.0,BS,College of Engineering,CIVL - Civil Engineering,,NO,NO,B,College of Engineering,Freshman Engineering,,,730.0,540.0,,1270.0,,,,,,,,,,,,,,,,,,,
200410.0,Male,Non-Resident,5.0,I,3.0,13.0,HY,NNN,130.0,GNN,131.0,GNN,131.0,GNN,131.0,200820.0,BS,College of Engineering,MECH - Mechanical Engineering,,NO,NO,B,College of Engineering,Freshman Engineering,,,730.0,580.0,,1310.0,,,,3.0,3.0,3.7,3.7,3.7,3.7,SPAN,3.0,3.0,,,,,,,
200210.0,Male,Resident,0.0,I,3.0,13.0,HY,N,130.0,N,130.0,N,130.0,N,130.0,,,,,,,,B,College of Engineering,Freshman Engineering,86.0,486.0,740.0,680.0,,1420.0,,,,3.3,3.3,3.3,3.3,3.0,3.0,,,,,,,,,,
200410.0,Male,Resident,0.0,I,3.0,13.0,HY,N,130.0,N,130.0,N,130.0,N,130.0,,,,,,,,B,College of Engineering,Freshman Engineering,57.0,414.0,740.0,540.0,,1280.0,,,,2.3,2.3,3.7,3.7,2.7,2.7,SPAN,2.7,2.7,,,,,,,
200710.0,Male,Resident,0.0,I,3.0,13.0,HY,N,130.0,N,130.0,N,130.0,N,130.0,,,,,,,,B,College of Engineering,First Year Engineering,,,740.0,730.0,570.0,1470.0,2040.0,,,3.3,3.3,4.0,4.0,3.3,3.3,SPAN,3.3,3.3,,,,,,,
200710.0,Male,Resident,0.0,I,3.0,13.0,HY,N,130.0,N,130.0,N,130.0,N,130.0,,,,,,,,B,College of Engineering,First Year Engineering,93.0,369.0,740.0,540.0,570.0,1280.0,1850.0,,,3.3,3.3,4.0,4.0,3.7,3.7,FREN,4.0,4.0,,,,,,,
200110.0,Male,Non-Resident,4.0,I,3.0,13.0,HY,GNN,131.0,GNN,131.0,GNN,131.0,GNN,131.0,200420.0,BS,College of Engineering,IE - Industrial Engineering,,NO,NO,B,College of Engineering,Freshman Engineering,88.0,393.0,740.0,610.0,,1350.0,,,,4.0,4.0,4.0,4.0,4.0,4.0,SPAN,3.7,3.7,,,,,,,
200410.0,Female,Non-Resident,4.0,I,3.0,13.0,HY,GNN,131.0,GNN,131.0,GNN,131.0,GNN,131.0,200720.0,BS,College of Engineering,BME - Biomedical Engineering,,NO,NO,B,College of Engineering,Freshman Engineering,88.0,324.0,740.0,720.0,,1460.0,,,,3.7,3.7,3.3,3.3,3.3,3.3,FREN,3.0,3.0,,,,,,,
200610.0,Female,Non-Resident,4.0,I,3.0,13.0,HY,GNN,131.0,GNN,131.0,GNN,131.0,GNN,131.0,200920.0,BS,College of Engineering,CIVL - Civil Engineering,,NO,NO,B,College of Engineering,Civil Engineering,98.0,394.0,770.0,650.0,,1420.0,,,,4.0,4.0,4.0,4.0,4.0,4.0,SPAN,4.0,4.0,,,,,,,
200710.0,Female,Resident,9.0,I,3.0,13.0,HY,NNN,130.0,NNN,130.0,NNN,130.0,GNN,131.0,201510.0,BS,College of Engineering,MECH - Mechanical Engineering,,NO,NO,B,College of Engineering,Mechanical Engineering,,,770.0,570.0,630.0,1340.0,1970.0,,,3.7,3.7,3.7,3.7,3.3,3.3,SPAN,3.7,3.7,,,,,,,
200410.0,Male,Non-Resident,0.0,I,3.0,13.0,HY,N,130.0,N,130.0,N,130.0,N,130.0,,,,,,,,B,College of Engineering,Freshman Engineering,,,780.0,600.0,,1380.0,,,,3.3,3.3,3.7,3.7,4.0,4.0,SPAN,3.0,3.0,,,,,,,
200710.0,Male,Resident,4.0,I,3.0,13.0,HY,GNN,131.0,GNN,131.0,GNN,131.0,GNN,131.0,201020.0,BS,College of Engineering,MECH - Mechanical Engineering,,NO,NO,B,College of Engineering,Mechanical Engineering,96.0,712.0,780.0,730.0,630.0,1510.0,2140.0,,,3.7,3.7,4.0,4.0,4.0,4.0,SPAN,4.0,4.0,,,,,,,
200310.0,Male,Non-Resident,0.0,I,3.0,13.0,HY,N,130.0,N,130.0,N,130.0,N,130.0,,,,,,,,B,College of Engineering,Freshman Engineering,,,790.0,650.0,,1440.0,,,,3.0,3.0,3.3,3.3,3.3,3.3,SPAN,3.0,3.0,,,,,,,
200710.0,Female,Non-Resident,4.0,I,3.0,13.0,HY,GNN,131.0,GNN,131.0,GNN,131.0,GNN,131.0,201020.0,BS,College of Engineering,INTE - Interdisciplnry Engr Study,With Highest Distinction,NO,NO,B,College of Engineering,Interdisciplnry Engr Study,99.0,498.0,800.0,720.0,800.0,1520.0,2320.0,,,4.0,4.0,4.0,4.0,4.0,4.0,SPAN,4.0,4.0,,,,,,,
200510.0,Male,Non-Resident,5.0,I,3.0,13.0,HY,NNN,130.0,GNN,131.0,GNN,131.0,GNN,131.0,200910.0,BS,College of Engineering,AAE - Aero & Astro Engineering,,NO,NO,B,College of Engineering,Aero & Astro Engineering,,,800.0,570.0,,1370.0,,,,3.7,3.7,3.7,3.7,4.0,4.0,SPAN,4.0,4.0,,,,,,,
200610.0,Male,Non-Resident,5.0,I,3.0,13.0,HY,NNN,130.0,GNN,131.0,GNN,131.0,GNN,131.0,201010.0,BS,College of Engineering,CMPE - Computer Engineering,,NO,NO,B,College of Engineering,Computer Engineering,97.0,341.0,800.0,670.0,,1470.0,,,,4.0,4.0,4.0,4.0,4.0,4.0,SPAN,4.0,4.0,,,,,,,
